date,feature_index,swi001,swi005,swi010,swi015,swi020,swi040,swi060,swi100
2025-12-31T00:00:00.000Z,0,33.0,35.5,38.5,41.0,42.5,48.0,51.5,54.5
2026-01-10T00:00:00.000Z,0,43.5,41.5,40.5,41.0,42.0,46.5,49.5,53.0
2026-01-20T00:00:00.000Z,0,38.5,40.5,40.5,41.0,41.5,45.0,48.5,52.0
2026-01-31T00:00:00.000Z,0,32.5,34.5,36.5,38.0,39.0,43.0,46.0,50.5
2026-02-28T00:00:00.000Z,0,52.0,48.5,46.0,44.0,43.0,43.0,44.5,48.5
2026-03-10T00:00:00.000Z,0,65.0,59.0,54.5,51.5,49.5,46.5,47.0,49.5
2026-03-20T00:00:00.000Z,0,67.5,69.0,66.0,62.5,59.0,53.0,51.5,52.0
2026-04-10T00:00:00.000Z,0,76.5,73.5,71.5,69.0,66.5,59.5,56.5,55.0
2026-04-20T00:00:00.000Z,0,79.0,80.0,78.0,75.5,73.0,65.0,61.0,58.0
2026-04-30T00:00:00.000Z,0,66.0,68.0,71.0,71.5,70.5,65.5,62.0,59.0
2026-02-10T00:00:00.000Z,0,35.5,32.0,33.0,34.5,35.5,40.0,44.0,48.5
2026-02-20T00:00:00.000Z,0,48.0,47.0,43.0,41.5,41.0,42.0,44.5,48.5
