date,feature_index,swi001,swi005,swi010,swi015,swi020,swi040,swi060,swi100
2025-12-31T00:00:00.000Z,0,74.0,74.0,70.5,67.5,65.0,60.5,58.0,55.5
2026-01-10T00:00:00.000Z,0,71.0,71.0,70.5,69.0,67.5,63.0,60.5,57.5
2026-01-20T00:00:00.000Z,0,70.0,71.5,71.5,70.5,69.5,65.5,63.0,59.5
2026-01-31T00:00:00.000Z,0,66.5,65.5,66.5,67.5,67.5,65.0,63.0,60.0
2026-02-10T00:00:00.000Z,0,70.5,70.0,69.0,68.5,68.5,66.5,64.5,61.0
2026-02-20T00:00:00.000Z,0,78.5,77.0,74.0,72.5,72.0,68.5,66.0,63.0
2026-02-28T00:00:00.000Z,0,81.0,78.5,76.5,75.5,74.0,70.5,68.0,64.5
2026-03-10T00:00:00.000Z,0,91.5,88.5,85.0,82.0,80.0,75.0,71.5,67.5
2026-03-20T00:00:00.000Z,0,82.5,85.5,85.5,84.0,82.5,77.5,74.5,69.5
2026-04-10T00:00:00.000Z,0,71.5,74.0,76.0,77.5,78.0,77.0,75.0,71.0
2026-04-20T00:00:00.000Z,0,79.0,77.0,77.0,77.5,78.0,77.0,75.0,72.0
2026-04-30T00:00:00.000Z,0,53.0,61.5,66.5,69.5,71.5,73.5,73.0,70.5
