date,feature_index,swi001,swi005,swi010,swi015,swi020,swi040,swi060,swi100
2026-01-10T00:00:00.000Z,0,75.0,70.5,71.5,72.0,72.5,70.0,66.5,61.5
2026-01-20T00:00:00.000Z,0,76.0,76.0,75.0,74.5,74.0,71.5,68.0,63.0
2026-01-31T00:00:00.000Z,0,62.5,65.5,68.5,70.0,70.5,70.5,67.5,63.5
2025-12-31T00:00:00.000Z,0,63.0,71.0,74.5,75.0,75.0,70.5,66.0,61.0
2026-02-10T00:00:00.000Z,0,56.0,58.0,61.5,64.0,65.5,67.5,66.5,63.0
2026-02-20T00:00:00.000Z,0,58.0,56.5,58.0,60.0,62.0,65.0,64.5,62.0
2026-02-28T00:00:00.000Z,0,59.5,58.0,58.0,59.0,60.5,63.5,64.0,62.0
2026-03-10T00:00:00.000Z,0,60.5,61.0,60.5,60.0,61.0,63.0,63.5,62.0
2026-03-20T00:00:00.000Z,0,58.5,58.5,59.0,59.0,59.5,62.0,62.5,61.5
2026-04-10T00:00:00.000Z,0,61.5,62.0,61.0,60.5,60.5,61.5,62.0,61.0
2026-04-20T00:00:00.000Z,0,66.0,63.5,62.5,61.5,61.5,62.0,62.0,61.5
2026-04-30T00:00:00.000Z,0,54.0,56.5,58.0,59.0,59.5,61.0,61.5,61.0
