date,feature_index,swi001,swi005,swi010,swi015,swi020,swi040,swi060,swi100
2025-12-31T00:00:00.000Z,0,58.5,59.5,62.0,64.0,65.5,69.5,71.0,72.5
2026-01-10T00:00:00.000Z,0,58.0,57.0,58.5,60.0,62.0,66.0,68.5,71.0
2026-01-20T00:00:00.000Z,0,51.0,53.0,55.0,57.0,58.5,63.5,66.5,69.5
2026-01-31T00:00:00.000Z,0,67.5,60.5,58.5,58.0,59.0,62.5,65.0,68.0
2026-02-10T00:00:00.000Z,0,64.5,64.5,63.0,62.0,61.5,63.5,65.5,68.0
2026-02-20T00:00:00.000Z,0,57.0,61.5,62.0,62.0,62.0,63.0,65.0,67.5
2026-02-28T00:00:00.000Z,0,75.0,69.5,66.5,65.0,64.5,64.0,65.0,67.5
2026-03-10T00:00:00.000Z,0,74.0,73.0,71.5,69.5,68.5,66.5,67.0,68.0
2026-03-20T00:00:00.000Z,0,91.0,85.5,81.0,77.5,75.5,71.0,70.0,70.0
2026-04-10T00:00:00.000Z,0,93.0,94.5,93.5,91.0,88.0,80.5,77.0,74.5
2026-04-20T00:00:00.000Z,0,91.0,92.5,92.5,91.5,89.5,83.0,79.0,76.0
2026-04-30T00:00:00.000Z,0,77.0,80.5,84.5,86.0,86.0,82.5,79.0,76.0
