date,feature_index,swi001,swi005,swi010,swi015,swi020,swi040,swi060,swi100
2025-12-31T00:00:00.000Z,0,52.0,53.5,56.5,58.0,59.0,59.5,59.5,59.5
2026-01-10T00:00:00.000Z,0,55.5,57.0,57.0,57.5,58.0,59.0,59.0,59.0
2026-01-31T00:00:00.000Z,0,66.5,63.5,61.5,60.5,60.0,59.5,59.5,59.5
2026-02-10T00:00:00.000Z,0,67.0,66.5,65.0,64.0,63.0,61.0,60.5,60.0
2026-02-20T00:00:00.000Z,0,63.0,66.5,66.0,65.0,64.5,62.5,62.0,61.0
2026-02-28T00:00:00.000Z,0,68.0,64.5,64.0,64.0,63.5,62.5,61.5,60.5
2026-03-10T00:00:00.000Z,0,77.0,73.0,70.0,68.5,67.5,64.5,63.5,62.0
2026-03-20T00:00:00.000Z,0,89.0,86.5,82.0,78.0,76.0,70.0,67.0,64.5
2026-04-10T00:00:00.000Z,0,94.0,94.5,92.5,90.0,87.5,79.5,75.0,69.5
2026-04-20T00:00:00.000Z,0,94.5,94.0,93.5,92.0,89.5,82.0,77.5,71.5
2026-04-30T00:00:00.000Z,0,81.0,85.5,88.0,88.5,88.0,83.5,79.0,73.0
2026-01-20T00:00:00.000Z,0,62.0,57.0,56.5,56.5,57.0,58.5,58.5,59.0
