date,feature_index,swi001,swi005,swi010,swi015,swi020,swi040,swi060,swi100
2025-12-31T00:00:00.000Z,0,55.5,61.5,67.5,71.0,72.5,74.0,74.0,73.0
2026-01-10T00:00:00.000Z,0,77.0,70.5,69.5,70.5,71.0,73.0,73.0,72.0
2026-01-20T00:00:00.000Z,0,59.0,64.5,66.5,68.0,69.0,71.5,72.0,71.5
2026-01-31T00:00:00.000Z,0,48.0,52.5,57.0,60.0,62.5,67.0,69.0,70.0
2026-02-10T00:00:00.000Z,0,78.5,66.5,62.5,62.5,63.0,66.5,68.0,69.5
2026-02-20T00:00:00.000Z,0,82.0,82.0,76.0,72.0,70.5,70.0,70.5,71.0
2026-02-28T00:00:00.000Z,0,81.5,80.0,77.5,75.0,73.5,71.5,71.5,71.5
2026-03-10T00:00:00.000Z,0,73.5,77.0,77.5,76.5,75.5,73.0,73.0,72.0
2026-03-20T00:00:00.000Z,0,85.0,81.0,79.5,78.5,77.0,74.5,73.5,72.5
2026-04-10T00:00:00.000Z,0,92.5,91.0,90.0,88.0,86.5,81.0,79.0,76.0
2026-04-20T00:00:00.000Z,0,90.5,92.5,91.5,90.5,89.0,83.5,81.0,77.5
2026-04-30T00:00:00.000Z,0,76.5,82.0,85.0,86.0,86.0,83.5,81.0,78.0
