date,feature_index,swi001,swi005,swi010,swi015,swi020,swi040,swi060,swi100
2025-12-31T00:00:00.000Z,0,27.0,28.5,30.5,33.0,35.5,42.0,46.0,48.5
2026-01-10T00:00:00.000Z,0,25.5,25.0,26.5,28.5,30.5,38.0,42.5,46.0
2026-01-20T00:00:00.000Z,0,27.5,24.0,24.5,25.5,27.5,34.5,39.0,43.5
2026-01-31T00:00:00.000Z,0,27.0,30.5,29.0,29.0,29.5,34.0,38.0,42.5
2026-02-10T00:00:00.000Z,0,43.5,36.5,33.5,32.5,32.0,34.0,37.5,42.0
2026-02-20T00:00:00.000Z,0,20.0,28.5,30.5,31.0,31.0,33.0,36.5,41.0
2026-02-28T00:00:00.000Z,0,36.5,34.5,32.5,32.5,32.0,33.5,36.5,40.5
2026-03-10T00:00:00.000Z,0,59.0,51.5,45.5,42.0,40.0,37.5,38.5,41.5
2026-03-20T00:00:00.000Z,0,68.0,66.5,61.0,56.5,52.5,45.5,44.0,44.5
2026-04-10T00:00:00.000Z,0,63.0,64.0,64.5,63.0,61.0,53.5,50.0,48.5
2026-04-30T00:00:00.000Z,0,62.5,59.0,60.0,60.0,60.0,56.0,52.5,50.0
2026-04-20T00:00:00.000Z,0,60.0,61.0,62.0,61.5,61.0,55.0,52.0,49.5
