date,feature_index,swi001,swi005,swi010,swi015,swi020,swi040,swi060,swi100
2025-12-31T00:00:00.000Z,0,56.0,57.0,60.0,62.0,64.0,68.5,70.5,71.0
2026-01-10T00:00:00.000Z,0,59.5,57.5,58.0,59.5,61.0,66.0,68.5,69.5
2026-01-20T00:00:00.000Z,0,54.5,57.0,57.5,58.0,59.5,64.0,67.0,68.5
2026-01-31T00:00:00.000Z,0,57.5,55.5,55.5,56.5,57.5,61.5,64.5,67.0
2026-02-10T00:00:00.000Z,0,61.5,60.5,59.5,59.0,59.0,61.5,64.0,66.5
2026-02-20T00:00:00.000Z,0,55.5,60.0,60.0,59.5,59.5,61.5,64.0,66.0
2026-02-28T00:00:00.000Z,0,65.0,61.0,60.0,59.5,59.5,61.0,63.0,65.5
2026-03-10T00:00:00.000Z,0,67.5,68.0,66.5,65.0,64.0,63.0,64.0,66.0
2026-03-20T00:00:00.000Z,0,79.0,74.5,71.5,69.5,68.0,65.5,65.5,66.5
2026-04-10T00:00:00.000Z,0,87.0,87.5,85.5,83.0,80.5,74.5,72.0,70.5
2026-04-20T00:00:00.000Z,0,89.0,90.0,88.5,86.0,84.0,77.5,74.5,72.0
2026-04-30T00:00:00.000Z,0,75.0,79.5,82.0,83.0,82.5,78.0,75.0,73.0
